title_ru,alt_names,anime_id,status,type,year,age_rating,genres,source,studio,director,dubbing,site_rating,site_votes,site_views,url
Сверхкуб,"['Chao Neng Lifang ', ' Chao Neng Lifang: Chaofan Pian ', ' The Super Cube ', ' Надкуб ', ' 超能立方']",19153,вышел,ONA,2025,PG-13,"['Приключения ', ' Фантастика ', ' Экшен ', ' Суперспособности ', ' Не японское']",Манга,['Big Firebird Culture'],['Вэй Тяньсин'],"['AniMaunt ', ' AniMy ', ' AniStar ', ' AnimeVost ', ' JAM ', ' LDA TEAM ', ' SHIZA Project ', ' Silver AniAge ', ' ная ', ' SubVost ', ' ТО ная ', ' NextVoice ', ' Студия «Закадровая» ', ' Ринтарю ', ' AniMy / RuChiMe ', ' AniTime Voice']",7.01,753,585,https://old.yummyani.me/catalog/item/chao-neng-lifang
Удар крови — OVA-3,"['Strike the Blood III ', ' Strike the Blood Third ', ' Удар крови III ', ' Удар крові — OVA-3 ', ' ストライク・ザ・ブラッドⅢ']",8092,вышел,OVA,2018,R+,"['Этти ', ' Фэнтези ', ' Вампиры ', ' Экшен ', ' Гарем ', ' Сверхъестественное']",Ранобэ,['Connect'],['Ямамото Хидэё'],"['AniLibria ', ' Lupin ', ' Itashi ', ' Silv ', ' AniDUB ', ' AnimeVost ', ' SHIZA Project']",7.37,243,26,https://old.yummyani.me/catalog/item/udar-krovi-ova-3-1
Навстречу неприятностям,"['Michitekuru Toki no Mukou ni ', ' Michiteru Kuru Toki no Mukou ni ', ' Toward a Time of Trouble ', ' Назустріч неприємностям ', ' Сквозь все невзгоды ', ' 満ちてくる\u3000時のむこうに']",6087,вышел,Спешл,1991,PG-13,"['Приключения ', ' Романтика ', ' Фэнтези']",Новелла,['Studio Pierrot'],['Ториуми Хисаюки'],['Unknown'],7.29,17,3,https://old.yummyani.me/catalog/item/navstrechu-nepriyatnostyam
Девушки и танки: Война тайяки!,"['Girls & Panzer: Saishuushou Part 2 Specials ', ' Girls und Panzer das Finale Specials ', ' Дівчата та танки: Війна тайяки! ', ' ガールズ＆パンツァー 最終章']",236,вышел,Спешл,2020,PG-13,"['Сэйнэн ', ' Комедия ', ' Приключения ', ' Военная тематика ', ' Школьная жизнь']",Оригинальная идея,['Actas'],['Мидзусима Цутому'],['HelgardRay'],7.56,108,27,https://old.yummyani.me/catalog/item/devushki-i-tanki-vojna-tajyaki
Медведи-соседи: Перезапуск будущего,"['Boonie Bears: Future Reborn ', ' Xiong Chumo: Chongqi Weilai ', ' Ведмеді-сусіди: Перезавантаження майбутнього ', ' 熊出没·重启未来']",16650,вышел,Полнометражный фильм,2025,PG,"['Комедия ', ' Приключения ', ' Фантастика ', ' Не японское']",Оригинальная идея,['Fantawild Animation'],['Unknown'],['Unknown'],6.0,2,4,https://old.yummyani.me/catalog/item/medvedi-sosedi-perezapusk-buduschego
Кошачий рай — OVA,"['Neko Para OVA ', ' Nekopara ', ' Nekopara OVA ', ' ネコぱらOVA']",4893,вышел,OVA,2017,PG-13,"['Сэйнэн ', ' Комедия ', ' Романтика ', ' Полулюди']",Визуальная новелла,['Felix Film'],['Хаяси Хироки'],"['AniLibria ', ' Cleo-chan ', ' Sharon ', ' Silv ', ' Hekomi ', ' AniDUB ', ' AniMedia ', ' AniRise ', ' Onibaku ', ' SovetRomantica']",7.52,254,20,https://old.yummyani.me/catalog/item/koshachiy-ray
Необъятные небеса 2,"['Infinite Stratos 2 ', ' IS 〈インフィニット・ストラトス〉 ', ' IS: Infinite Stratos 2 ', ' БЕСКОНЕЧНЫЕ НЕБЕСА 2 ', ' Неосяжні небеса 2']",975,вышел,Сериал,2013,PG-13,"['Сэйнэн ', ' Этти ', ' Комедия ', ' Меха ', ' Приключения ', ' Фантастика ', ' Экшен ', ' Гарем']",Ранобэ,['8bit'],"['Кикути Ясухито ', ' Тосака Син']","['AniLibria ', ' Eladiel ', ' Silv ', ' Lupin ', ' AniDUB ', ' Inspector_Gadjet ', ' SHIZA Project']",7.04,415,53,https://old.yummyani.me/catalog/item/neobyatnye-nebesa-tv-2
Гандам: Сконструированные Бойцы,"['Gundam Build Fighters ', ' Гандам: Сконструйовані Бійці ', ' Мастера Ганплы ТВ-1']",385,вышел,Сериал,2013,G,"['Сёнэн ', ' Меха ', ' Приключения ', ' Фантастика ', ' Экшен ', ' Прокси бои']",Оригинальная идея,['Sunrise'],['Нагасаки Кэндзи'],"['Indie Dub ', ' Люб. Одноголосый']",7.57,49,42,https://old.yummyani.me/catalog/item/gandam-skonstruirovannye-bojcy-tv-1
Мобильный воин Гандам Зета: Новый перевод — Наследник звёзд,"['Kido senshi Z Gandamu: Hoshi o tsugu mono ', ' Kido Senshi Z Gundam - Hoshi wo Tsugu Mono ', ' Kidou Senshi Z Gundam I: Hoshi wo Tsugu Mono ', ' Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars ', ' Мобільний воїн Ґандам Зета: Новий переклад — Спадкоємець зірок ', ' 機動戦士Zガンダム -星を継ぐ者-']",8667,вышел,Полнометражный фильм,2005,PG-13,"['Сёнэн ', ' Драма ', ' Меха ', ' Фантастика ', ' Космос ', ' Военная тематика']",Оригинальная идея,['Sunrise'],['Томино Ёсиюки'],['Azazel'],5.68,19,7,https://old.yummyani.me/catalog/item/mobilnyy-voin-zeta-gandam-novyy-perevod-film-pervyy
Рёфуко,"['Ryofuko-chan ', ' Yawaraka Sangokushi Tsukisase!! Ryofuko-chan ', ' Рьофуко ', ' やわらか三国志 突き刺せ!! 呂布子ちゃん']",7589,вышел,Неизвестно,2007,R+,"['Этти ', ' Комедия']",Манга,"['Starchild Records ', ' Chaos Project']",['Морияма Юдзи'],"['Люб. Двухголосый ', ' Любительский двухголосый']",5.62,13,4,https://old.yummyani.me/catalog/item/refuko
Сказочная девочка,"['Fairy Tale Girls ', ' Maerchen Maedchen ', ' Marchen Madchen ', ' Meruhen Medohen ', ' Казкова дівчинка ', ' メルヘン・メドヘン']",9952,вышел,Сериал,2018,PG-13,"['Фэнтези ', ' Школьная жизнь ', ' Исэкай']",Ранобэ,['Hoods Entertainment'],['Сайто Хисаси'],"['StudioBand ', ' Studio Band']",6.3,33,14,https://old.yummyani.me/catalog/item/skazochnaya-devochka
Сегодняшнее меню для Эмии,"['Emiya-san Chi no Kyou no Gohan ', "" Today's Menu for the Emiya Family "", ' Сегодня в меню у Эмии ', ' Сьогоднішнє меню для Емії ', ' 衛宮さんちの今日のごはん']",287,вышел,ONA,2017,PG-13,"['Сэйнэн ', ' Комедия ', ' Кулинария ', ' Повседневность']",Манга,['ufotable'],"['Миура Такахиро ', ' Сато Тэцуто']",['AniMaunt'],7.26,187,34,https://old.yummyani.me/catalog/item/segodnyashnee-menyu-dlya-emii
Хладнокровный Ходзуки — OVA 2,"['Cool-headed Hoozuki 2nd Season OVA ', ' Hoozuki no Reitetsu 2nd Season OVA ', ' Hozuki no Reitetsu 2nd Season OVA ', ' Хладнокровный Хозуки 2 OVA ', ' Холоднокровний Хозукі OVA-2 ', ' 鬼灯の冷徹 第2期 OAD']",10361,вышел,OVA,2019,PG-13,"['Сэйнэн ', ' Комедия ', ' Фэнтези ', ' Демоны ', ' Сверхъестественное']",Манга,['Pine Jam'],['Ёнэда Кадзухиро'],"['Panzu.info ', ' ХЗ Лол ', ' ХЗ Лол']",7.51,65,18,https://old.yummyani.me/catalog/item/hladnokrovnyy-hodzuki-ova-2
Печальная Белладонна,"['Belladonna of Sadness ', ' Kanashimi no Belladonna ', ' Kanashimi no Beradonna ', ' Tragedy of Belladonna ', ' Сумна Беладонна ', ' 哀しみのベラドンナ']",8161,вышел,Полнометражный фильм,1973,R+,"['Драма ', ' Фэнтези ', ' Исторический ', ' Безумие']",Неизвестно,['Mushi Production'],['Осаму Тэдзука'],"['Люб. Одноголосый ', ' Профессиональный многоголосый']",7.44,48,20,https://old.yummyani.me/catalog/item/pechalnaya-belladonna
Вакфу 4,['Wakfu 4'],10941,вышел,ONA,2024,PG-13,"['Драма ', ' Комедия ', ' Приключения ', ' Космос ', ' Фэнтези ', ' Божества ', ' Демоны ', ' Драконы ', ' Эльфы ', ' Боевые искусства ', ' Сражения на мечах ', ' Не японское ', ' Гендерная интрига']",Игра,['Ankama Animations'],"['Оливье Туллез ', ' Энтони Ру']",['ALEKS KV и Mэй'],7.23,92,91,https://old.yummyani.me/catalog/item/vakfu-4
Карта детектива Такао Амэку,"['Ameku Takao no Suiri Karte ', "" Ameku Takao's Detective Karte "", ' Карта детектива Такао Амеку ', ' 天久鷹央の推理カルテ']",12278,вышел,Сериал,2025,PG-13,"['Сэйнэн ', ' Детектив']",Новелла,['Project No.9'],['Ивата Кадзуя'],"['AniBaza ', ' Megera ', ' Absentia ', ' Bvia ', ' faraway ', ' Nemesis ', ' Пsих ', ' FAJI ', ' Марк Мушенко ', ' Dream Cast ', ' Lelik_time ', ' SteycheR ', ' Dreamy Sleep ', ' Sergei Vasya ', ' Just_Vlad ', ' Libertina ', ' Kazoku Project ', ' Nora ', ' Миён ', ' Typhoon ', ' Aleksandr_le ', ' Качи ', ' AniDUB ', ' Lilla ', ' Lonty ', ' Mamzelka ', ' meat_samurai ', ' AniLibria ', ' Zozya ', ' JazzJack ', ' Kroxxa ', ' NastyhaGrizli ', ' JAM CLUB ', ' Гамлетка Цезаревна ', ' 9й Неизвестный ', ' Berserk ', ' Crunchyroll ', ' AniDub Online ', ' AniPLague ', ' AniStar ', ' AnimeVost ', ' DOBROVOICE ', ' JAM ', ' KANSAI Studio ', ' Silver AniAge ', ' Творческая студия МИР ', ' VF-Studio ', ' KRAMSAI ', ' Voice Forest Studio']",7.56,326,78,https://old.yummyani.me/catalog/item/karta-detektiva-takao-ameku
Лихие космические пираты: Бездна Гиперпространства,"['Bodacious Space Pirates the Movie: Abyss of Hyperspace ', ' Mouretsu Pirates: Abyss of Hyperspace ', ' Відчайдушні космічні пірати: Безодня Гіперпростору']",681,вышел,Полнометражный фильм,2014,PG-13,"['Фантастика ', ' Космос']",Ранобэ,['Satelight'],['Сато Тацуо'],"['AniDUB ', ' Nika Lenina ', ' Inspector_Gadjet ', ' CACTUS team ', ' SHIZA Project']",7.65,17,6,https://old.yummyani.me/catalog/item/lihie-kosmicheskie-piraty-bezdna-giperprostranstva
Истории ран 2: Горячая кровь,"['Kizumonogatari II: Nekketsu-hen ', ' Kizumonogatari Part 2 ', ' Kizumonogatari Part 2: Hot-Blooded ', ' Kizumonogatari Part 2: Nekketsu ', ' Koyomi Vamp ', ' Історії ран 2: Гаряча кров ', ' 傷物語〈Ⅱ熱血篇〉']",526,вышел,Полнометражный фильм,2016,R-17+,"['Сэйнэн ', ' Детектив ', ' Вампиры ', ' Экшен ', ' Сверхъестественное']",Ранобэ,['Shaft'],"['Оиси Тацуя ', ' Акиюки Симбо']","['AniLibria ', ' BStrong ', ' Hector ', ' MyAska ', ' SlivciS ', ' Gomer ', ' Get Smart Group ', ' Persona99 ', ' AniDUB ', ' Freedub Studio ', ' MiraiDUB ', ' SHIZA Project ', ' SovetRomantica ', ' ТО ная']",8.69,1034,78,https://old.yummyani.me/catalog/item/istorii-ran
Страна десяти тысяч чудес 3,"['The Wonderland of Ten Thousand 3rd Season ', ' Wan Jie Xian Zong 3rd Season ', ' Країна десяти тисяч чудес 3']",1392,вышел,ONA,2019,PG-13,"['Приключения ', ' Романтика ', ' Фэнтези ', ' Демоны ', ' Экшен ', ' Боевые искусства ', ' Исторический ', ' Не японское ', ' Китайское 3D']",Маньхуа,['Ruo Hong Culture'],['Unknown'],"['AniMy ', ' Anton Shanteau ', ' Любительский двухголосый ', ' ПВА ШОУ ', ' AniMy / RuChiMe']",7.2,44,15,https://old.yummyani.me/catalog/item/strana-desyati-tysyach-chudes-tv-3
Сегодня начнётся наша любовь,"['Kyou, Koi o Hajimemasu ', ' Kyou, Koi wo Hajimemasu ', ' Today We Start Our Love ', ' Сьогодні почнеться наше кохання ', ' 今日、恋をはじめます']",9170,вышел,OVA,2010,PG-13,"['Сёдзё ', ' Романтика ', ' Школьная жизнь']",Манга,['J.C.Staff'],['Ямаути Сигэясу'],"['AniMedia ', ' Eladiel ', ' Zendos ', ' SHIZA Project ', ' Студия LKM']",5.58,52,22,https://old.yummyani.me/catalog/item/segodnya-nachnetsya-nasha-lyubov
"Скучный мир, в котором не существует самой концепции похабных шуток","['Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai ', "" SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist "", ' Shimoseka ', ' Нудний світ, в якому не існує самої концепції вульгарних жартів ', ' Скучный мир, где не существует самой идеи похабных шуток ', ' 下ネタという概念が存在しない退屈な世界']",1367,вышел,Сериал,2015,R+,"['Этти ', ' Комедия ', ' Школьная жизнь']",Ранобэ,['J.C.Staff'],['Судзуки Ёхэй'],"['AniLibria ', ' Malevich ', ' Cleo-chan ', ' WhiteCrow ', ' Narea ', ' Psycho ', ' Чильва-чан ', ' SHIZA Project ', ' Oni ', ' NesTea ', ' Snowly ', ' AniDUB ', ' Nika Lenina ', ' Jam ', ' AniMedia ', ' SovetRomantica']",7.75,2239,313,https://old.yummyani.me/catalog/item/skuchnyj-mir-v-kotorom-ne-sushestvuet-samoj-koncepcii-pohabnyh-shutok
"Если ты хочешь абрикосов вместе со мной, подожми хвост","['Nalang Salgu Sip-eumyeon Kkoli Jeob-eo ', ' Якщо ти хочеш абрикосів разом зі мною, підібгавши хвіст ', ' 나랑 살구 싶으면 꼬리 접어']",13341,вышел,Неизвестно,2024,G,"['Романтика ', ' Фэнтези ', ' Не японское']",Неизвестно,['STUDIOK110'],['Unknown'],['Unknown'],6.94,32,10,https://old.yummyani.me/catalog/item/esli-ti-hochesh-abrikosov-vmeste-so-mnoy-podozhmi-hvost
Легенды и герои 3,"[""Chronicles of the God's Order "", ' Feng Shen Ji ', ' The Legend and the Hero ', ' Wu geng ji ', ' Wu Geng Ji Zhi San Jie ', ' Wu Geng Ji: San Jie ', ' Ву Гэн Цзи 3 ', ' Легенди та герої 3 ', ' 武庚纪之三界']",7356,вышел,ONA,2019,PG-13,"['Фэнтези ', ' Экшен ', ' Боевые искусства ', ' Исторический ', ' Не японское ', ' Сверхъестественное ', ' Китайское 3D']",Маньхуа,['Sparkly Key Animation Studio'],['Шэнь Лэпин'],"['AniMy ', ' AniStar ', ' Anton Shanteau ', ' ПВА ШОУ']",5.81,27,9,https://old.yummyani.me/catalog/item/dzhi-vu-gen-nepokornyy-vole-bogov-3
Зимняя цикада,"['Embracing Love: A Cicada in Winter ', ' Fuyu no Semi ', ' Winter Cicada ', ' Зимова цикада ', ' 冬の蝉']",8701,вышел,OVA,2007,R-17+,"['Сёнэн-ай ', ' Драма ', ' Романтика ', ' Самураи ', ' Война ', ' Исторический']",Манга,['Kitty Films'],['Мацумото Ёсихиса'],['Люб. Одноголосый'],6.97,30,13,https://old.yummyani.me/catalog/item/zimnyaya-cikada
Хакумэй и Микоти,"['Hakumei and Mikochi ', ' Hakumei to Mikochi ', ' Kobitobiyori ', ' Tiny Little Life in the Woods ', ' Хакумей та Мікоті ', ' ハクメイとミコチ']",5563,вышел,Сериал,2018,PG-13,"['Сэйнэн ', ' Фэнтези ', ' Повседневность']",Манга,['Lerche'],['Андо Масаоми'],"['StudioBand ', ' AniMedia ', ' KANSAI Studio ', ' Kansai ', ' Studio Band ', ' Профессиональный многоголосый']",7.99,97,22,https://old.yummyani.me/catalog/item/hakumey-i-mikoti
МиниФорс | Часть 2,"['Miniforce Part 2 ', ' МініФорс ', ' Частина 2']",11378,вышел,Малометражный сериал,2015,PG,"['Меха ', ' Экшен ', ' Не японское']",Оригинальная идея,['SAMG Entertainment'],['Unknown'],['Unknown'],5.5,4,2,https://old.yummyani.me/catalog/item/minifors-chast-2
Взрывной храбрец Брейверн,"['Brave Bang Bravern! ', ' Yuuki Bakuhatsu Bang Bravern ', ' Вибуховий хоробрець Брейверн']",11716,вышел,Сериал,2024,PG-13,"['Меха ', ' Фантастика ', ' Экшен ', ' Военная тематика']",Оригинальная идея,['CygamesPictures'],['Обари Масами'],"['Crunchyroll ', ' AniDUB ', ' AniStar']",7.04,82,29,https://old.yummyani.me/catalog/item/vzryvnoe-muzhestvo
Маг на полную ставку 2,"['Full-Time Magister 2nd Season ', ' Quanzhi Fashi II ', ' Маг на повну ставку 2 ', ' 全职法师']",766,вышел,ONA,2017,PG-13,"['Комедия ', ' Фэнтези ', ' Экшен ', ' Школьная жизнь ', ' Не японское']",Новелла,"['Tencent Penguin Pictures ', ' China Literature Limited']",['Unknown'],"['AniDUB ', ' AnimeVost ', ' РуАниме / DEEP ', ' DEEP']",7.59,851,102,https://old.yummyani.me/catalog/item/mag-na-polnuyu-stavku-2
Давайте играть!,"['Asobi ni Iku yo! ', ' Cat Planet Cuties ', ' Давайте грати! ', ' Поиграй со мной нежно ', ' Поиграй со мной немножко! ', ' あそびにいくヨ！']",207,вышел,OVA,2010,R+,"['Сэйнэн ', ' Этти ', ' Комедия ', ' Романтика ', ' Фантастика ', ' Гарем ', ' Русские в аниме']",Ранобэ,['AIC PLUS+'],['Уэда Ёйти'],"['AniDUB ', ' Cuba77 ', ' Onibaku ', ' Eladiel ', ' OpenDub']",6.94,228,49,https://old.yummyani.me/catalog/item/davajte-igrat
Последняя фантазия 7: Последний приказ,"['Final Fantasy VII: Last Order ', ' Last Order Final Fantasy VII ', ' Last Order: Final Fantasy VII ', ' Остання фантазія 7: Останній наказ ', ' Последняя фантазия VII: Последний приказ ', ' ラストオーダー -ファイナルファンタジーVII-']",7991,вышел,Спешл,2005,PG-13,"['Детектив ', ' Драма ', ' Приключения ', ' Фантастика ', ' Фэнтези ', ' Экшен']",Игра,['Madhouse'],['Асака Морио'],['AniDUB'],7.06,51,18,https://old.yummyani.me/catalog/item/poslednyaya-fantaziya-vii-posledniy-prikaz
Покемон: Боевое измерение,"['Pokemon Diamond & Pearl ', ' Pokémon: Battle Dimension ', ' Pokémon: Diamond and Pearl ', ' Покемон: Бойовий вимір']",11612,вышел,Сериал,2007,PG,"['Сёнэн ', ' Комедия ', ' Приключения ', ' Фэнтези ', ' Экшен']",Игра,['Oriental Light & Magic'],['Суто Норихико'],['Unknown'],7.18,44,12,https://old.yummyani.me/catalog/item/pokemon-boevoe-izmerenie
Повелитель тьмы: Другая история мира 2,"['How Not to Summon a Demon Lord 2nd Season ', ' How Not to Summon a Demon Lord Ω ', ' Isekai Maou to Shoukan Shoujo no Dorei Majutsu ', ' Isekai Maou to Shoukan Shoujo no Dorei Majutsu 2nd Season ', ' Isekai Maou to Shoukan Shoujo no Dorei Majutsu Omega ', ' Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω ', "" The Otherworldly Demon King and the Summoner Girls' Slave Magic 2nd Season "", ' Володар темряви: Інша історія світу 2 ', ' Повелитель тьмы: Другая история мира — Магия подчинения 2 ', ' 異世界魔王と召喚少女の奴隷魔術Ω']",6701,вышел,Сериал,2021,PG-13,"['Этти ', ' Комедия ', ' Приключения ', ' Фэнтези ', ' Экшен ', ' Гарем ', ' Исэкай']",Ранобэ,"['Tezuka Productions ', ' Okuruto Noboru']",['Кувахара Сатоси'],"['Crunchyroll ', ' Amazing Dubbing ', ' AniDUB ', ' AniLibria ', ' AniMedia ', ' AniMy ', ' AniStar ', ' AnimeVost ', ' Fronda Studio ', ' Persona99 ', ' SHIZA Project ', ' Trina_D ', ' Trina_D & Rizz_Fisher']",7.35,1391,141,https://old.yummyani.me/catalog/item/povelitel-tmy-drugaya-istoriya-mira-2
Покемон: Мастер-Приключения,"['Pokemon (2019) ', ' Pokémon Journeys: The Series ', ' Покемон: Майстер-Пригоди ', ' ポケットモンスター']",11624,вышел,Сериал,2020,PG,"['Сёнэн ', ' Комедия ', ' Приключения ', ' Фэнтези ', ' Экшен ', ' Игры']",Игра,['Oriental Light & Magic'],"['Кодайра Маки ', ' Томиясу Дайки']","['Amber ', ' AniDUB ', ' AniMaunt ', ' AniStar ', ' FRONDA ', ' Fronda Studio ', ' FSG Pokefans Community ', ' MedusaSub ', ' Pokefans Community']",6.81,27,8,https://old.yummyani.me/catalog/item/pokemon-master-priklyucheniya
"Девочка, покорившая космос","['Sora Kake Girl ', ' Sora o kakeru shôjo ', ' Sora o Kakeru Shoujo ', ' Sora wo Kakeru Shoujo ', ' The Girl Who Leapt Through Space ', ' Девочка, покорившая пространство ', ' Дівчинка, що підкорила космос ', ' 宇宙をかける少女']",5854,вышел,Сериал,2009,PG-13,"['Этти ', ' Комедия ', ' Приключения ', ' Фантастика ', ' Космос']",Оригинальная идея,['Sunrise'],['Охара Масакадзу'],"['AniDUB ', ' Helona']",7.37,35,12,https://old.yummyani.me/catalog/item/devochka-pokorivshaya-kosmos
Рик и Морти: Аниме,"['Anime: Rick and Morty ', ' Rick and Morty The Anime ', ' Rick and Morty: The Anime ', ' Рік і Морті: Аніме']",10878,вышел,Сериал,2024,R-17+,"['Комедия ', ' Приключения ', ' Фантастика ', ' Инопланетные расы ', ' Космос ', ' Школьная жизнь']",Сериал,['Telecom Animation Film'],['Сано Такаси'],"['HDrezka Studio ', ' TVShows ', ' Сыендук']",4.88,51,33,https://old.yummyani.me/catalog/item/rik-morti-anime
Намбака,"['Nambaka ', ' Nanbaka ', ' Numbaka ', ' The Numbers ', ' Идиоты с номерами ', ' Номернутые ', ' Числа']",903,вышел,Сериал,2016,PG-13,"['Сэйнэн ', ' Драма ', ' Комедия ', ' Приключения ', ' Экшен ', ' Боевые искусства ', ' Суперспособности ', ' Гендерная интрига']",Манга,['Satelight'],['Такамацу Синдзи'],"['AniLibria ', ' Aemi ', ' Dejz ', ' Sharon ', ' Anzen ', ' AniDUB ', ' Гамлетка Цезаревна ', ' 9й Неизвестный ', ' Ancord ', ' ArrowHell']",8.03,1058,170,https://old.yummyani.me/catalog/item/nambaka
История сестер Уэллбер,"['Wellber no Monogatari: Sisters of Wellber ', ' Wellber Story: Sisters of Wellber ', ' Історія сестер Уеллбер ', ' ウエルベールの物語 Sisters of Wellber']",8784,вышел,Сериал,2007,PG-13,"['Драма ', ' Комедия ', ' Приключения ', ' Фэнтези ', ' Экшен ', ' Исторический']",Оригинальная идея,['Trans Arts'],['Хамана Такаюки'],"['AniDUB ', ' animereactor']",7.13,16,7,https://old.yummyani.me/catalog/item/istoriya-sester-uellber-pervyy-sezon
Затерянный город странных зверей,"['Beastly Maze ', ' Bewildering City of the Unusual Beasts ', ' Mystical Beast City ', ' The City of Beasts ', ' The Creatures That We Are ', ' The Lost City of Alien Beasts ', ' Yi Shou Mi Cheng ', ' Yishou Micheng ', ' Загублене місто дивних звірів ', ' Заточенный в городе зверей ', ' Существа, которыми мы являемся ', ' 异兽迷城']",27929,анонс,ONA,2015,Неизвестно,"['Фэнтези ', ' Экшен ', ' Психология ', ' Не японское ', ' Китайское 3D']",Новелла,['Shenman Entertainment'],['Unknown'],['Unknown'],0.0,0,1,https://old.yummyani.me/catalog/item/yi-shou-mi-cheng
Доктор Сламп (фильм #09),"['Dr. Slump and Arale-chan: N-cha!! Excited Heart of Summer Vacation ', ' Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Heart no Natsuyasumi ', ' Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi ', ' Dr. Slump: Arale-chan Ncha!! Wakuwaku Heart no Natsuyasumi ', ' Dr.スランプ アラレちゃん んちゃ!!わくわくハートの夏休み ', ' Доктор Сламп (фільм #09) ', ' Доктор Сламп: Возбуждающие сердце летние каникулы']",11005,вышел,Короткометражный фильм,1994,PG-13,"['Сёнэн ', ' Комедия ', ' Приключения ', ' Фантастика']",Манга,['Toei Animation'],['Мицуо Хасимото'],['Unknown'],4.86,7,3,https://old.yummyani.me/catalog/item/doktor-slamp-film-09
Могущественные ученики,"['Over Goddess ', ' Tudi Ge Ge Shi Da Lao ', ' Могутні учениці ', ' 徒弟个个是大佬']",15523,вышел,ONA,2024,PG-13,"['Приключения ', ' Фэнтези ', ' Экшен ', ' Боевые искусства ', ' Исторический ', ' Не японское ', ' Китайское 3D']",Неизвестно,['Youku'],['Unknown'],"['AniMy ', ' ПВА ШОУ ', ' HORIZON ', ' AniMy / RuChiMe']",5.75,28,27,https://old.yummyani.me/catalog/item/tudi-ge-ge-shi-da-lao
Загадка дьявола: Эпизод 13,"['Akuma no Riddle Episode 13 ', ' Akuma no Riddle Special ', ' Akuma no Riddle: Shousha wa Dare? Nukiuchi Test ', ' Riddle Story of Devil Special ', "" Riddle Story of Devil: Who's the Winner? "", ' Загадка диявола: Епізод 13 ', ' Загадка истории дьявола: Эпизод 13']",11463,вышел,Спешл,2014,R-17+,"['Сёдзё-ай ', ' Этти ', ' Комедия ', ' Экшен']",Манга,['Diomedea'],['Кусакава Кэйдзо'],"['AniDUB ', ' Oriko ', ' BalFor ', ' Kiara_Laine ', ' SHIZA Project ', ' NesTea ', ' Aska ', ' Mr.Dareuds']",6.9,69,17,https://old.yummyani.me/catalog/item/zagadka-dyavola-epizod-13
АККА: Инспекция по 13 округам OVA,"['ACCA Jusanku Kansatsuka Regards ', ' ACCA: 13-ku Kansatsu-ka - Regards ', ' ACCA: 13-Territory Inspection Department - Regards ', ' ACCA: 13-Territory Inspection Dept. Regards ', ' ACCA: 13th Territory Inspection Department ', ' ACCA: 13th Ward Observation Department - Regards ', ' АККА: Інспекція по 13 округах OVA']",20,вышел,OVA,2020,PG-13,"['Сэйнэн ', ' Детектив ', ' Драма ', ' Мистика ', ' Фэнтези ', ' Полицейские']",Манга,['Madhouse'],['Нацумэ СингоСайто Кэйитиро'],"['AniDUB ', ' Гамлетка Цезаревна ', ' 9й Неизвестный']",7.52,83,24,https://old.yummyani.me/catalog/item/akka-inspekciya-po-13-okrugam-ova
КсамД: Позабывший невзгоды,"['Bonen no Xamdou ', ' Bônen no zamudo ', ' Bounen no Xamdou ', ' Bounen no Zamned ', ' Bounen no Zamudo ', "" Xam'd: Lost Memories "", ' КсамД: Той, хто забув про негаразди ', ' 亡念のザムド']",7066,вышел,ONA,2008,PG-13,"['Сэйнэн ', ' Приключения ', ' Фантастика ', ' Экшен ', ' Военная тематика']",Оригинальная идея,['Bones'],['Миядзи Масаюки'],"['AniLibria ', ' Narea ', ' WhiteCrow ', ' AniDUB']",8.12,141,82,https://old.yummyani.me/catalog/item/ksamd-pozabyvshiy-nevzgody
Снова воины-марионетки Джей,"['Mata Mata Saber Marionette J ', ' Saber Marionette J Again ', ' Знову воїни-маріонетки Джей ', ' またまたセイバーマリオネットＪ']",9112,вышел,OVA,1997,PG-13,"['Комедия ', ' Меха ', ' Романтика ', ' Фантастика ', ' Экшен ', ' Гарем']",Ранобэ,['Hal Film Maker'],['Симода Масами'],"['Persona99 ', ' Евгения Лурье']",5.56,16,5,https://old.yummyani.me/catalog/item/snova-voiny-marionetki-dzhey
Скрытое сокровище Нананы: Дополнительные эпизоды,"['Ryuugajou Nanana no Maizoukin: Nanana Nippon Mukashibanashi ', ' Погребённое сокровище Нананы: Дополнительные эпизоды ', ' Прихований скарб Нанани: Додаткові епізоди ', ' Сокровище Нананы Рюгадзё: Дополнительные эпизоды ', ' 龍ヶ嬢七々々の埋蔵金 SDキャラショートムービー']",6779,вышел,Спешл,2014,PG-13,['Комедия'],Ранобэ,['A-1 Pictures'],['Камэй Канта'],"['Panzu.info ', ' ХЗ Лол ', ' AniDUB']",6.24,37,9,https://old.yummyani.me/catalog/item/skrytoe-sokrovische-nanany-dopolnitelnye-epizody
